attack_type,threat_level,instruction_preview,output_preview
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 990 (custom) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 1300 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 10629 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 57294 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 5033 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 4662 (custom) | Thời gian flo...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 119 (custom) | Thời gian flow: tức thì (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 24800 (custom) | Thời gian flow: tức thì...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 7025 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 1108 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 3077 (custom) | Thời gian flo...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 9535 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 2013 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 389 (custom) | Thời gian flow...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 20221 (custom) | Thời gian fl...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 2035 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 8085 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 5859 (custom) |...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 5269 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 1001 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 548 (custom) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 425 (custom) | Thời gian flow...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 407 (custom) | ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 1111 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 53 (DNS) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 1233 (custom) | Thời gian flo...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 995 (custom) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 5963 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 3211 (custom) | Thời gian flo...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 9290 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 1001 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 4003 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 8192 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 1073 (custom) | Thời gian flo...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 100 (custom) | Thời gian flow...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 163 (custom) | Thời gian flow: tức thì (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 6059 (custom) |...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 15660 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 7106 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 64680 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 2200 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 8085 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 1839 (custom) | Thời gian flow: tức thì ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 18101 (custom) | Thời gian fl...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 765 (custom) | Thời gian flow: tức thì (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 1022 (custom) | Thời gian flo...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
BruteForce,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tứ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: trung bình (9...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: trung bình (8...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tứ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tr...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: trung bình (1...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: trung bình (1...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: trung bình (1...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
